Year,Month,NEE_f,NEE_sqc,LE_f,LE_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc
--,--,umolm-2s-1,--,Wm-2,--,hPa,--,%,--,degC,--
2023,1,2.05369704295757,0.792871553463349,-1.71947773215877,0.900470746469402,0.697502378758038,0.997310020174849,86.730443105918,0.994620040349697,-4.64266529194109,0.942165433759247
2023,2,2.15723579880339,0.888392857142857,0.768892790073796,0.990327380952381,0.628221152492391,0.997767857142857,85.6636368797743,0.99702380952381,-5.4223677746454,0.948660714285714
2023,3,1.97809570766737,0.906586021505376,2.0578301052332,0.991263440860215,1.73488549508433,0.997983870967742,74.9467595366263,0.997311827956989,-0.0464678650821386,0.945564516129032
2023,4,1.30576831749417,0.90625,18.1405184385076,0.988888888888889,6.26753551381652,0.999305555555556,50.4613063885417,0.998611111111111,8.02104794417277,0.974305555555556
2023,5,0.467565118140743,0.739247311827957,38.5701340661584,0.8125,7.26705239864779,0.998655913978495,53.646401593526,0.997983870967742,11.7742380578263,0.94489247311828
2023,6,2.55547401199457,0.240972222222222,42.9595829582715,0.266666666666667,8.38398778280353,1,60.0930193625,0.998611111111111,16.0394439115326,0.938194444444444
2023,7,-2.33439628366792,0.921370967741935,58.8956172381821,0.98991935483871,7.03366707763216,1,67.2668968178763,1,17.0383001017738,0.948252688172043
2023,8,4.85841601782496,0.842069892473118,51.4103201799283,0.977822580645161,7.49028920432289,0.995295698924731,70.0560035046483,0.996639784946237,19.0817085667603,0.943548387096774
2023,9,7.54617329789037,0.89375,30.6693235354019,0.989583333333333,5.04301944275437,0.997222222222222,72.8994946414352,0.997916666666667,15.0184350742424,0.975
2023,10,5.75818245301607,0.403225806451613,4.64309729111359,0.406586021505376,1.58766240284198,0.995967741935484,82.1851631295363,0.994623655913978,4.00976463407808,0.969086021505376
2023,11,4.01487147362963,0.831944444444444,4.68909361008423,0.891666666666667,0.91500207536012,0.99375,87.2115941466593,0.990972222222222,-0.688533640182029,0.859722222222222
2023,12,2.32673288168436,0.743279569892473,1.76021268984628,0.863575268817204,0.473800297111134,0.993951612903226,89.4465905437948,0.991263440860215,-5.33932319408861,0.938172043010753
